start	end	text
2822100	2826100	I found out I am worse than the doctor.
2826100	2829100	I come from a business community, a business family,
2829100	2834100	and we know the business people mostly.
2834100	2839100	The motivation, they have got their own vocabulary.
2839100	2843100	Suppose there is war or famine.
2843100	2845100	Consumer goods are scarce.
2845100	2847100	Prices start shooting up.
2847100	2850100	In our language, commercial language, we say,
2850100	2852100	Market is improving, wonderful.
2852100	2854100	Market is improving.
2854100	2856100	We get more price, more profit.
2856100	2858100	Whatever stock you have got, we will bring more profit.
2858100	2860100	Market is improving.
2860100	2862100	No more famine, no more war.
2862100	2864100	A lot of consumer goods.
2864100	2866100	Market has gone down.
2866100	2868100	And with a very sad heart, we will say,
2868100	2870100	Oh, market is crushed.
2870100	2872100	So bad, it is so bad.
2872100	2874100	What attitude?
2874100	2876100	What kind of motivation?
2876100	2878100	We don't care whether people suffer or not.
2878100	2880100	We must get our money.
2880100	2886100	Oh, this one will not understand unless one starts observing the truth inside.
2886100	2888100	One remains so much involved.
2888100	2890100	So much involved in the madness.
2890100	2893100	There is nothing wrong in doing business.
2893100	2899100	One has to earn money, reasonably, without harming others.
2899100	2904100	Provided one keeps on understanding that I am playing the role,
2904100	2908100	an important role to serve the community in this particular way.
2908100	2910100	One may be in any profession.
2910100	2914100	But if one keeps on thinking that by this profession I am serving the society,
2914100	2917100	and in return I get my remuneration from the society,
2917100	2920100	then serving the society becomes more important.
2920100	2922100	Remuneration will certainly come.
2922100	2924100	Nothing wrong.
2924100	2927100	A businessman buys from the manufacturer and distributes to the consumer.
2927100	2929100	Nothing wrong in that.
2929100	2931100	Every consumer cannot run to the manufacturer to buy his requirements.
2931100	2933100	They must be a middleman.
2933100	2937100	This middleman, if he starts thinking that I am here to exploit and get money,
2937100	2942100	then this rat race of money, money, money, will make this person mad.
2942100	2945100	Far away from dhamma, far away from dhamma.
2945100	2950100	Some ajiva wants you to have a good volition,
2950100	2954100	good motivation to earn money without harming others.
2954100	2956100	Serving people, a member of the society,
2956100	2963100	the society parts his or her own role to serve the society in the capacity that one can.
2963100	2970100	All these three, samma vacha, samma kammanta, samma ajiva,
2970100	2974100	right speech, right physical actions, and right livelihood,
2974100	2981100	they all come in the first part of dhamma, shila, morality.
2981100	2988100	If the teacher of dhamma had only taught this,
2988100	2991100	then he was not an enlightened person.
2991100	2995100	An enlightened person will teach the totality of dhamma.
2995100	2998100	This is only partial dhamma.
2998100	3000100	Just to teach people and tell them,
3000100	3005100	oh you people of the world, you should not do this, you should not do this, you should not do this.
3005100	3008100	You should do this, you should do this, you should do this.
3008100	3012100	People will hear from this ear and it will go out of the other ear.
3012100	3014100	It won't have any effect.
3014100	3020100	Because one knows very well that I should not do this, I should not do this.
3020100	3023100	And yet one keeps on doing the same thing.
3023100	3026100	A drunkard knows very well that it is not good for me.
3026100	3030100	I must come out with an addiction. It is so bad.
3030100	3033100	A gambler knows very well I should not do this.
3033100	3037100	And yet when the time comes, he forgets everything.
3037100	3040100	He drinks, he gambles. Why?
3040100	3043100	Because he has no control over the mind.
3043100	3046100	He has no mastery over the mind.
3046100	3048100	He is a slave of his own mind.
3048100	3052100	He is a slave of his own behavior pattern deep inside.
3052100	3055100	Dhamma is not complete just to give sermons like this.
3055100	3057100	Just to talk of Sheila doesn't help.
3057100	3060100	So the next step is Samadhi.
3060100	3064100	Mastery over the mind.
3064100	3068100	You have to learn how to become master of your own mind.
3068100	3072100	You have to learn how to concentrate your mind.
3072100	3076100	And concentrate your mind with the wholesome base.
3080100	3085100	The concentration of mind with the base of purity.
3085100	3088100	This is Samadhi.
3088100	3092100	Another three parts of Dhamma come under this division of Samadhi.
3092100	3096100	Samma Vayamu.
3096100	3099100	Samma Sati.
3099100	3102100	Samma Samadhi. Samma Vayamu.
3102100	3107100	Right type of efforts. Right type of exercises.
3107100	3110100	You have to take some exercises.
3110100	3114100	When your body is weak, when your body is sick, unhealthy.
3114100	3119100	So weak that you can't take even few steps. You keep on dangling here, dangling there.
3119100	3123100	Somebody will ask you, advise you, take this exercise, this exercise.
3123100	3127100	Make your muscles strong, make your body strong.
3127100	3131100	Similarly when the mind becomes weak.
3131100	3135100	And all of you have noticed two days, working two days.
3135100	3138100	What a sick mind you are carrying.
3138100	3140100	What a weak mind you are carrying.
3140100	3142100	Dangling here, dangling there.
3142100	3146100	So infirm, so unstable.
3146100	3152100	You have to do some exercises to make it stable, firm, strong, healthy, sound.
3152100	3157100	Any exercise which makes your mind healthy is a good exercise.
3157100	3160100	This is Samma Vayamu.
3160100	3162100	There are four exercises.
3162100	3166100	In Dhamma every exercise is examine yourself.
3166100	3169100	First exercise examine yourself.
3169100	3172100	Oh, even at the surface level of the mind,
3172100	3178100	at present I have got this voice, that voice, this voice, this voice.
3178100	3180100	Get rid of them.
3180100	3182100	Get rid of the voices which are there.
3182100	3184100	First good exercise.
3184100	3187100	Second exercise, again examine your mind.
3187100	3192100	My mind does not carry this particular voice or this particular voice.
3192100	3194100	Close all the doors of your mind.
3194100	3197100	Whatever impurity is not there, don't allow it to come.
3197100	3199100	Second good exercise.
3199100	3202100	Third good exercise, again examine your mind.
3202100	3207100	My mind has this particular virtue, that particular virtue.
3207100	3209100	Don't develop ego because of that.
3209100	3212100	Don't develop proud because of that.
3212100	3213100	This virtue is there.
3213100	3215100	This is the reality.
3215100	3220100	Now I must see that I preserve it, I maintain it, and I multiply it.
3220100	3222100	Again examine your mind.
3222100	3227100	When you find that you don't have this particular virtue or that particular virtue,
3227100	3229100	open all the gates of your mind. Welcome.
3229100	3232100	This virtue which is not here should come in.
3232100	3239100	These are the four healthy exercises to make the mind healthy, strong.
3239100	3242100	This is what you started doing indirectly.
3242100	3247100	And the next, sammasati, awareness.
3247100	3249100	Right type of awareness.
3249100	3252100	What is right type of awareness?
3252100	3256100	The awareness of the reality of this moment
3256100	3262100	pertaining to your own physical and mental structure is the right type of awareness.
3262100	3265100	Awareness cannot be of the past.
3265100	3267100	The word sati has got two meanings.
3267100	3273100	One meaning is a memory which has nothing to do with this part of dhamma.
3273100	3276100	A memory is of the past.
3276100	3278100	You keep on thinking of the past.
3278100	3282100	This is not sammasati, this is not right awareness.
3282100	3284100	Awareness cannot be of the future.
3284100	3288100	You will be just thinking, you will be just imagining, you will be just dreaming.
3288100	3290100	Doesn't it help?
3290100	3295100	Awareness is real when you are with the awareness of the reality of this moment
3295100	3303100	as it has manifested itself from moment to moment, from moment to moment.
3303100	3308100	And this reality must be pertaining to your own being.
3308100	3312100	This mind, this matter, the combination of the two.
3312100	3315100	This is what you started doing.
3315100	3319100	You started observing your breath coming in, going out.
3319100	3321100	From moment to moment, as it is.
3321100	3323100	If it is deep, it is deep.
3323100	3325100	If it is shallow, it is shallow.
3325100	3329100	If it passes through left nostril, left nostril, right nostril, right nostril.
3329100	3331100	Both the nostrils, both the nostrils.
3331100	3334100	Just the reality as it is, as it is.
3334100	3339100	Of course, for a new student, you are permitted.
3339100	3342100	When you can't feel the breath which has become very subtle,
3342100	3347100	then you are permitted to take a few intentional breathings, conscious breathings,
3347100	3351100	slightly hard breathings, but just a few.
3351100	3354100	And you are again to come to the natural breath, normal breath,
3354100	3361100	so that you may, your capability, you develop your faculty
3361100	3366100	to feel the subtlest breath very clearly, the softest breath very clearly.
3366100	3369100	And you are with the reality as it is.
3369100	3372100	Not as you want it to be, but as it is.
3372100	3376100	And that is called yatha bhuta, as it is.
3376100	3378100	From moment to moment, as it is.
3378100	3380100	You have been doing that.
3380100	3386100	And another thing, the whole path takes you from very gross,
3386100	3390100	gross, intensified, solidified, apparent reality,
3390100	3392100	because that is what you experience initially,
3392100	3399100	and then you move, move towards subtler, subtler, subtler, subtler reality.
3399100	3404100	Explore the entire field of this material structure
3404100	3409100	from the grossest reality to the subtlest reality.
3409100	3415100	Explore the entire field of the mental structure, the mind and the mental contents
3415100	3421100	from the grossest reality, surface level, and then subtler, subtler, subtlest reality.
3421100	3424100	In the language of those days, he said,
3424100	3430100	olariku, from olariku to sukhumaa, sukhumaa.
3430100	3434100	Every step must be towards sukhumaa, sukhumaa, sukhumaa.
3434100	3437100	Subtlety, subtlety, subtlety.
3437100	3440100	You cross the entire field of subtlety of mind and matter,
3440100	3444100	then you experience something which is beyond mind and matter.
3444100	3447100	The entire field of mind and matter, you will notice,
3447100	3452100	you will notice is a field where things arise, pass, arise, pass, arise, pass.
3452100	3455100	Some change, some change is taking place.
3455100	3458100	There is a constant flux, a constant flow going on.
3458100	3461100	But when you cross this field, nothing arises, nothing passes.
3461100	3465100	This is something, the eternal, ultimate truth.
3465100	3467100	You can't imagine.
3467100	3470100	On the path of dhamma, nothing should be imagined,
3470100	3473100	and nothing should be accepted because a Buddha said so,
3473100	3475100	or because your teacher says so.
3475100	3477100	That's it.
3477100	3481100	And that experience will make you a totally changed person.
3481100	3485100	Experience of that ultimate truth, even for a few seconds,
3485100	3489100	turns one into a saintly person, naturally.
3489100	3492100	And the entire path, as you are moving from the gross reality
3492100	3496100	towards the subtler, subtler, is a process of purification.
3496100	3499100	And you will understand as you proceed further on the path.
3499100	3503100	So one thing, clear, that you are moving from the gross reality
3503100	3505100	towards the subtle reality.
3505100	3508100	But understand you can't create subtle reality.
3508100	3511100	You have to leave it to the dhamma, you have to leave it to the nature.
3511100	3513100	And nature will keep on working.
3513100	3519100	So for you, whatever manifests itself, you are just aware of it.
3519100	3523100	Initially you have to take few hard breaths, and you are aware of it.
3523100	3526100	Then naturally the breath becomes subtler and subtler,
3526100	3528100	softer and softer, finer and finer.
3528100	3530100	You are aware of it.
3530100	3535100	Now, today, the whole day, you are aware of the touch of the breath
3535100	3537100	within this limited area.
3537100	3539100	You have chosen a small area.
3539100	3543100	The Buddha wanted us to work with the small area because smaller the area,
3543100	3546100	the subtler the mind is bound to become.
3546100	3549100	More sensitive the mind is bound to become.
3549100	3552100	Now small area, day after tomorrow you will have still smaller area.
3552100	3554100	Now you work on the triangular area.
3554100	3558100	Within this triangular area, the whole day you are working
3558100	3561100	the touch of the breath, touch of the breath.
3561100	3565100	Anywhere on the inner walls of the nostrils, touch of the breath.
3565100	3568100	Anywhere on the outer rings of the nostrils, touch of the breath.
3568100	3572100	Anywhere on the area below the nostrils, above the upper lip,
3572100	3575100	touch of the breath, touch of the breath.
3575100	3581100	Now tonight and tomorrow whole day, you will experience something subtler than that.
3581100	3584100	As this touch was there all the time,
3584100	3587100	but you never cared to be aware of it because you never practiced.
3587100	3592100	Now by practicing, you made your mind sharper to feel this touch.
3592100	3596100	Similarly, there are subtler things which are there all the time,
3596100	3598100	but you never cared to be aware of it.
3598100	3603100	Now this technique will help you and you will start feeling.
3603100	3608100	One thing, one reality which will become very clear, very evident.
3608100	3614100	You will notice that the breath that went in
3614100	3619100	when it came out, it came out slightly warmer.
3619100	3624100	The temperature of the incoming breath and the outgoing breath differs.
3624100	3627100	The outgoing breath is slightly warmer.
3627100	3630100	This is truth, but you never care to be aware of it.
3630100	3632100	And it is just natural.
3632100	3637100	The temperature of the outside atmosphere is lower than the temperature inside the body.
3637100	3642100	So this breath from the outside atmosphere going in your body
3642100	3646100	comes in contact with the warmer temperature there and comes out slightly warmer.
3646100	3653100	You will notice that the outgoing breath is slightly warmer than the incoming breath.
3653100	3659100	And then very soon you will start experiencing something more.
3659100	3664100	Something, some reality which has nothing to do with the breath.
3664100	3668100	You use the breath to move towards the subtler reality.
3668100	3671100	Now even without using the breath, what is happening?
3671100	3675100	You have been working on this small area, this triangular area.
3675100	3683100	By tonight, by tomorrow you will start experiencing some biochemical reaction taking place here.
3683100	3687100	Some electromagnetic reaction which is taking place throughout the body.
3687100	3693100	Throughout the physical structure, every moment there is some biochemical reaction or the other.
3693100	3696100	Some electromagnetic reaction or the other.
3696100	3700100	And because of that some sensation or the other throughout the body.
3700100	3705100	Wherever there is life there is bound to be a sensation.
3705100	3710100	Now in this area you will start feeling some sensation.
3710100	3714100	Not necessarily this particular sensation or that particular sensation.
3714100	3719100	Any sensation. Any sensation that crops up.
3719100	3724100	Maybe heat. You start feeling heat in this area.
3724100	3727100	Within this area only.
3727100	3731100	Heat. It can be body heat, it can be atmospheric heat.
3731100	3735100	Heat. You just observe. There is heat at this moment.
3735100	3737100	There is heat. That's all.
3737100	3740100	May be cold. May be perspiration.
3740100	3742100	Just observe. Do nothing.
3742100	3744100	May be an itching sensation.
3744100	3747100	Again just observe. An itching sensation.
3747100	3750100	Don't react to it. An itching sensation.
3750100	3754100	And you start reacting. You start rubbing it or scratching it.
3754100	3757100	And it is not sammasati. Sammasati is just observe.
3757100	3761100	Do nothing. Observe the reality which has manifested itself.
3761100	3764100	And itching has started.
3764100	3766100	Let me see how long it lasts.
3766100	3769100	It becomes stronger, stronger, stronger but ultimately passes away.
3769100	3772100	No itching is eternal.
3772100	3774100	It is not going to stay forever.
3774100	3776100	Let me see how long it lasts.
3776100	3778100	Any sensation. Not going to last forever.
3778100	3781100	It arises sooner or later passes away.
3781100	3783100	It arises sooner or later passes away.
3783100	3787100	And you are just a silent witness of things that are happening.
3787100	3789100	May be itching.
3789100	3792100	May be a ticklish sensation.
3792100	3795100	At times may be a prickling sensation.
3795100	3798100	At times may be a throbbing sensation.
3798100	3800100	A pulsing sensation.
3800100	3803100	May be a sensation of lightness.
3803100	3805100	May be a sensation of heaviness.
3805100	3807100	May be pressure.
3807100	3808100	May be tension.
3808100	3809100	May be strain.
3809100	3811100	May be even pain.
3811100	3814100	May be a sensation of expansion, contraction.
3814100	3816100	Expansion, contraction.
3816100	3818100	May be a sensation of numbness.
3818100	3820100	May be a sensation of dryness.
3820100	3822100	May be a sensation of moisture.
3822100	3824100	Anything.
3824100	3827100	You can't choose sensations.
3827100	3829100	It is a choiceless observation.
3829100	3831100	Let the nature play its own role.
3831100	3833100	Let dhamma play its own role.
3833100	3836100	From moment to moment whatever manifests itself.
3836100	3838100	This is the reality of this moment.
3838100	3841100	And your job is just to accept it and observe it.
3841100	3843100	Observe it without reacting to it.
3843100	3846100	Just observe, just observe, just observe.
3846100	3849100	Don't look for something which is not there.
3849100	3851100	Otherwise you will get lost.
3851100	3856100	Whatever comes up there, you accept it and observe it.
3856100	3864100	Quite possible that you may feel a sensation which you cannot name or label.
3864100	3867100	Not necessary to name or label.
3867100	3872100	Even the sensations that you can name or label should not be named or labeled.
3872100	3874100	No. Something is happening.
3874100	3877100	And you are just observing it objectively without reacting to it.
3877100	3879100	Our purpose is served.
3879100	3881100	This is what the technique wants it to do.
3881100	3887100	Just accept the reality of this moment as it is without reacting to it.
3887100	3890100	So any sensation.
3890100	3893100	May be at times you don't feel any sensations.
3893100	3898100	The sensation is there every moment on every little particle of the body.
3898100	3900100	But your mind is very gross.
3900100	3902100	So it can't feel subtle reality.
3902100	3905100	So at times you don't feel anything within this limit.
3905100	3907100	Then fall back to respiration.
3907100	3909100	You have respiration alright.
3909100	3911100	Keep on working with respiration, respiration.
3911100	3913100	And suddenly a sensation crops up.
3913100	3916100	Then start giving importance to the sensation that has cropped up.
3916100	3918100	And remain with that sensation.
3918100	3921100	The sensation passes away, some other sensation might crop up.
3921100	3923100	That passes away, something else might crop up.
3923100	3924100	Nothing crops up.
3924100	3925100	Again respiration.
3925100	3927100	Either respiration or sensation.
3927100	3931100	But give more importance to sensation.
3931100	3937100	Quite possible at times you may feel more than one sensation in this area.
3937100	3940100	Two, three sensations at the same time.
3940100	3943100	Don't get confused because of that.
3943100	3944100	Choose one.
3944100	3948100	And choose which is subtlest.
3948100	3950100	One which is very strong.
3950100	3951100	You can feel it so easily.
3951100	3952100	Leave that.
3952100	3954100	One which is very feeble.
3954100	3956100	Give importance to the feeble one.
3956100	3958100	And try to feel that feebler one.
3958100	3961100	Your mind will become more and more sensitive.
3961100	3964100	More and more subtle to feel that.
3964100	3968100	Understand you have to keep your attention within this limited area.
3968100	3972100	This will make your mind sharp and more sensitive.
3972100	3974100	If you allow it to scatter throughout the body.
3974100	3976100	Then again it will remain very gross.
3976100	3978100	And it will feel only very gross sensations.
3978100	3982100	And you can't go to the depth as Buddha wanted you to go to the depth.
3982100	3986100	So while you are here, something might start on other parts of the body.
3986100	3988100	You can't stop it.
3988100	3989100	Never try to stop it.
3989100	3990100	But ignore it.
3990100	3991100	Don't give it any importance.
3991100	3993100	Something is happening somewhere.
3993100	3996100	My job is to explore the reality of this area.
3996100	3998100	This triangular area.
3998100	4001100	If anything happening on the inner walls of the nostrils.
4001100	4002100	Any sensation crops up.
4002100	4004100	I will observe.
4004100	4007100	Any sensation crops up on the outer walls of the nostrils.
4007100	4008100	Yes I will observe.
4008100	4012100	Any sensation crops up on the outer rings of the nostrils.
4012100	4013100	Yes I will observe.
4013100	4016100	Any sensation crops up on the area below the nostrils.
4016100	4017100	Above the upper lip.
4017100	4018100	Yes I will observe it.
4018100	4020100	But anything beyond that.
4020100	4021100	I will ignore.
4021100	4024100	Then you will find your mind is limited to a small area.
4024100	4028100	And working on a small area it becomes sharper and sharper.
4028100	4029100	Sharper and sharper.
4029100	4033100	Work this night and then tomorrow whole day.
4033100	4035100	This is sammasati.
4035100	4037100	And the next is sammasamadhi.
4037100	4040100	Now samadhi is concentration of the mind.
4040100	4045100	But sammasamadhi is different.
4045100	4047100	With the base, wholesome base.
4047100	4050100	And what is wholesome base?
4050100	4053100	Free from moha.
4053100	4055100	The other day we talked moha.
4055100	4056100	Ignorance.
4056100	4057100	No illusion.
4057100	4059100	No delusion.
4059100	4060100	No hallucination.
4060100	4062100	No confusion.
4062100	4065100	And no imagination.
4065100	4071100	The object of your concentration should be real.
4071100	4074100	Whatever you are practicing as sammasati.
4074100	4077100	Awareness of the reality of this moment.
4077100	4078100	Reality of this moment.
4078100	4081100	That you are experiencing within this limited area.
4081100	4084100	Now this reality and your awareness of this reality.
4084100	4086100	This moment.
4086100	4088100	Next moment again you are aware of the reality.
4088100	4090100	Next moment again you are aware of the reality.
4090100	4092100	Like this from moment to moment.
4092100	4093100	From moment to moment.
4093100	4094100	From moment to moment.
4094100	4097100	Without any disturbance.
4097100	4101100	If you keep on observing the reality from moment to moment.
4101100	4102100	This may change.
4102100	4104100	This sensation or that sensation.
4104100	4106100	But you are within this area.
4106100	4108100	And the reality that is manifesting here.
4108100	4109100	From moment to moment.
4109100	4110100	From moment to moment.
4110100	4113100	How long you continue to be aware without any interruption.
4113100	4116100	That much is your samadhi stronger and stronger.
4116100	4118100	And it is samma right.
4118100	4121100	Because you are with the reality that you experience.
4121100	4123100	No imagination is involved.
4123100	4127100	A mind can get concentrated with an imaginary object.
4127100	4129100	A shape or form.
4129100	4131100	Of this god or that god.
4131100	4133100	This goddess or that goddess.
4133100	4135100	Founder of this religion or that religion.
4135100	4139100	You can imagine the shape or form or this face of this person.
4139100	4141100	Keep on repeating it.
4141100	4142100	This imagination mentally.
4142100	4144100	Mentally your mind gets concentrated.
4144100	4146100	Or you keep on working with the word.
4146100	4147100	Keep on repeating it.
4147100	4148100	Verbalization.
4148100	4149100	Verbalization.
4149100	4150100	Mind gets concentrated.
4150100	4152100	This is not the natural reality.
4152100	4155100	You see the sheena that you practiced.
4155100	4158100	Is to take you to the second step of samadhi.
4158100	4160100	And the samadhi that you are practicing.
4160100	4163100	Is to take you to the third step of panya.
4163100	4165100	It is all progressive.
4165100	4168100	Moving towards the final goal.
4168100	4171100	So if you take any other object.
4171100	4173100	Which is either imaginary.
4173100	4175100	Or it is your own creation.
4175100	4177100	You impose something.
4177100	4178100	Which is not there.
4178100	4180100	Then it will not take you to the final goal.
4180100	4184100	So objects should be whatever comes up within this area.
4184100	4185100	And you are aware.
4185100	4186100	You are just aware.
4186100	4187100	Movement to movement.
4187100	4188100	Movement to movement.
4188100	4189100	You are aware.
4189100	4190100	You are aware.
4190100	4191100	You are aware.
4191100	4192100	How long you are aware?
4192100	4193100	Continuously.
4193100	4195100	Keeping the attention within this limited area.
4195100	4197100	Is samma samadhi.
4197100	4200100	Otherwise mind can get concentrated.
4200100	4202100	Whether they said ignorance.
4202100	4204100	These imaginary objects.
4204100	4207100	Or with the base of greed.
4207100	4208100	Raga.
4208100	4210100	Or with the base of aversion.
4210100	4212100	Dosha.
4214100	4217100	You would have seen a hunter.
4217100	4220100	Fully concentrated on his double barrel gun.
4220100	4222100	A prey coming and he will shoot and kill.
4222100	4224100	Concentration is there.
4224100	4227100	But this is not samma samadhi.
4227100	4229100	A cat.
4229100	4232100	Standing near the mouse hole.
4232100	4234100	Fully concentrated.
4234100	4236100	The mouse comes out and jumps.
4236100	4237100	And devours it.
4237100	4238100	Fully concentrated.
4238100	4241100	Not samma samadhi.
4241100	4246100	Every unwholesome physical action or vocal action is done.
4246100	4249100	With some amount of samadhi concentration.
4249100	4251100	Even a pick pocket.
4251100	4253100	Picks your pocket.
4253100	4254100	Mind is concentrated.
4254100	4257100	Very aware what he is doing or she is doing.
4257100	4260100	This is not samma samadhi.
4260100	4262100	It must be free from craving.
4262100	4263100	Free from aversion.
4263100	4265100	When you were observing your breath.
4265100	4266100	You were free from moha.
4266100	4267100	Ignorance.
4267100	4269100	The truth that you are experiencing.
4269100	4271100	There is no confusion about it.
4271100	4272100	The breath is there.
4272100	4273100	The touch of the breath.
4273100	4275100	Yes the touch of the breath is there.
4275100	4276100	And now these sensations.
4276100	4278100	The sensations are there.
4278100	4279100	And you are observing.
4279100	4282100	And you are not observing with craving or with aversion.
4282100	4284100	As with the breath there was no craving.
4284100	4285100	No aversion.
4285100	4287100	Similarly with the touch there was no craving.
4287100	4288100	No aversion.
4288100	4291100	Similarly now the sensations that you experience here.
4291100	4292100	No craving.
4292100	4293100	No aversion.
4293100	4294100	Things are just happening.
4294100	4296100	And you are observing objectively.
4296100	4297100	Objectively.
4297100	4300100	This makes the samadhi samma samadhi.
4300100	4303100	And this helps you to move in the next field.
4303100	4306100	The third field of panya.
4306100	4307100	That is wisdom.
4307100	4309100	That is insight.
4309100	4310100	Which will purify the mind.
4310100	4314100	Not merely at the surface level.
4314100	4318100	Sheila takes you to samadhi where you develop mastery over the mind.
4318100	4322100	But this mastery over the mind is at the surface level.
4322100	4323100	Slightly deeper.
4323100	4326100	And panya takes you to the depth of the mind.
4326100	4329100	And at the deepest level the third part of dhamma.
4329100	4332100	Is to purify the mind at the deepest level.
4332100	4334100	The so called unconscious level.
4334100	4336100	The source of your misery.
4336100	4338100	From where all these impurities arise.
4338100	4340100	Originate and they multiply.
4340100	4343100	The stock of your past impurities that you accumulated.
4343100	4346100	All of them have to come up on the surface and pass.
4346100	4348100	Come up on the surface and pass.
4348100	4349100	That will be panya.
4349100	4351100	We won't discuss about it today.
4351100	4352100	We will discuss tomorrow.
4352100	4355100	Because day after tomorrow you are entering the field of panya.
4355100	4357100	Theory and practice should go together.
4357100	4359100	So tomorrow we discuss about panya.
4359100	4361100	So that you practice day after tomorrow.
4361100	4363100	Now you are in the field of Sheila.
4363100	4366100	You are observing all the precepts that you have taken very meticulously.
4366100	4367100	Very scrupulously.
4367100	4369100	And you are practicing your samadhi.
4369100	4371100	Awareness of the reality within this limited area.
4371100	4373100	From moment to moment.
4373100	4375100	From moment to moment.
4375100	4377100	Make use of the time.
4377100	4380100	Make use of the opportunity with a good base of Sheila.
4380100	4382100	Living in this environment.
4382100	4383100	In a camp.
4383100	4385100	A meditation camp like this.
4385100	4386100	There is no reason.
4386100	4390100	There is no reason that you should break any of the Sheila.
4390100	4393100	And you have got all the tranquility.
4393100	4394100	The calm.
4394100	4395100	Calmness.
4395100	4396100	The good atmosphere around you.
4396100	4397100	Where you can work.
4397100	4398100	Work with your samadhi.
4398100	4400100	Make use of this.
4400100	4402100	The time is very important.
4402100	4405100	The opportunity that you have got is so good for you.
4405100	4407100	The facility that you have got here.
4407100	4409100	And the wonderful dhamma.
4409100	4411100	The wonderful technique.
4411100	4414100	The known sectarian universal technique.
4414100	4416100	So rational.
4416100	4418100	So scientific.
4418100	4420100	Make use of it.
4420100	4422100	Make use of it for your own good.
4422100	4424100	For your own benefit.
4424100	4426100	For your own liberation.
4426100	4429100	Liberation from all the bondages, the shackles, the chains.
4429100	4431100	Of ignorance.
4431100	4433100	Of craving.
4433100	4435100	Of aversion.
4435100	4437100	And to come out of all the misery.
4437100	4439100	And enjoy real peace.
4439100	4441100	Real harmony.
4441100	4443100	Real happiness.
4445100	4447100	May all of you enjoy real peace.
4449100	4451100	Real harmony.
4451100	4453100	Real happiness.
4453100	4455100	Real happiness.
4459100	4461100	May all of you enjoy real peace.
4463100	4465100	Real harmony.
4467100	4469100	Real happiness.
4473100	4475100	May all of you enjoy real peace.
4479100	4481100	Real harmony.
4483100	4485100	Real happiness.
4489100	4491100	Real harmony.
4493100	4495100	Real happiness.
4499100	4501100	Real harmony.
4503100	4505100	Real harmony.
4509100	4511100	Real harmony.
4513100	4515100	Real harmony.
4515100	4517100	Real harmony.
4519100	4521100	Real harmony.
4523100	4525100	Real harmony.
4527100	4529100	Real harmony.
4539100	4541100	Good.
4541100	4543100	Take rest for about 5 minutes.
4543100	4545100	And then start working again.
4545100	4547100	Take rest for about 5 minutes.
