start	end	text
3196180	3202380	with great rapidity, even at the subtlest level there is some oscillation going on,
3202380	3208380	arising, passing, arising, passing is going on, so entire field of mind and matter is
3208380	3214180	the field of arising, passing, arising, passing, this is what one has to experience, not just
3214180	3219500	accept it at the intellectual level, one has to experience it, then a stage comes where
3219500	3225580	you transcend this field of mind and matter, you transcend this field of anicca, arising,
3225580	3231820	passing, arising, passing, and something is experienced, the ultimate truth which is beyond
3231820	3239900	mind and matter, where nothing arises, nothing passes away, but no words can explain it,
3241260	3247980	because this is the experience where all your sense organs stop working.
3250780	3257020	When somebody is in that stage of nibbana, while practicing vipashyana, one comes to the stage
3257020	3263100	where one has transcended the entire field of mind and matter and is now experiencing nibbana,
3264460	3270380	this experience of nibbana is beyond mind and matter, beyond the entire sensorium,
3271100	3278620	all the six sense organs stop working, eyes, ears, nose, tongue, body, and mind, they stop working,
3279260	3286460	this is the experience beyond the sensual field, sensory field, and coming back from that,
3286460	3290780	this experience may be for a few moments, this experience can be for a few seconds,
3290780	3295260	can be for a few minutes, can be for a few hours, it depends, but when you come back again,
3296220	3300620	in this field, the sensorium field, the field of mind and matter, you are a changed person
3300620	3307420	altogether, but you can't explain what you experienced, how will you explain, you don't
3307420	3314460	have the tools to explain, that experience was experienced beyond the sense organs, and it cannot
3314460	3320060	be explained by these sense organs, and it cannot be understood by the people with the sense organs,
3320060	3331500	it has to be experienced by each individual, the entire path is a path of experience, experience,
3331500	3337740	if you play the game of intellect, then of course you can discuss it, you give a big description of
3337740	3343580	it, because you understood the intellect level, and you try to explain again at the intellect level,
3343580	3350700	and people also try to understand at the intellect level, that doesn't work, the entire path must be
3350700	3356300	experience, experience, that is why the dhamma, the six qualities of dhamma that he gave,
3356860	3365740	the last and the most important quality of dhamma, the dhamma must be experienced
3366540	3371580	by each individual within oneself, directly by oneself,
3374620	3378860	you have to experience it yourself, vedana is experiencing,
3380780	3387020	you experience the truth within yourself, and as you start observing and feeling and
3387020	3393260	experiencing the truth within yourself, from the process, you keep on moving, moving, moving,
3393260	3398700	you explore the entire field of mind and matter, and then you experience something which is beyond
3398700	3405580	mind and matter, so the entire field of observing the truth personally, at the experiential level,
3407020	3419340	now when he says, to people who have not walked on this path deeply, or who have not walked at all,
3419340	3428140	outsiders, they will feel uncomfortable, what this person says, this is the only path,
3429180	3435740	this is very narrow minded outlook, there can be so many paths, why only this path, why he says this
3435740	3443100	is the only path, but those who walk over the path, it becomes so clear, what is path after all,
3444060	3450620	law of nature is universal, law of nature is not different for followers of Budhha, law of nature is not
3450620	3455340	different for those who call themselves Hindus, or those who call themselves Christian, or those who
3455340	3461420	call themselves Muslims, law of nature is law of nature, and he wants us to experience the law of
3461420	3467980	nature, to understand the law of nature, the truth, the law which is applicable to one and all,
3468620	3473020	the dhamma which is applicable to one and all, the nature the characteristic,
3473020	3477460	Like the characteristic of fire is to burn.
3477460	3483140	Anyone who places his hand on the fire is bound to get burned.
3483140	3485260	The fire will not discriminate.
3485260	3489060	Fire will not see that the hand is of the hand of a Hindu or a Buddhist or a Christian
3489060	3492540	or a Australian or a New Zealander or an American.
3492540	3495480	Anyone who puts the hand on the fire is bound to get burned.
3495480	3497880	I don't like burning my hand.
3497880	3500340	So I better keep my hand away from the fire.
3500340	3502100	This is law of nature.
3502100	3503580	This is dhamma.
3503580	3505660	This is what it teaches.
3505660	3508080	This is universal.
3508080	3512580	Because the law is universal, therefore the path has to be universal.
3512580	3514300	It can't be sectarian.
3514300	3517180	And universal path can be only one.
3517180	3519140	Because the law is only one.
3519140	3522980	Buddha or no Buddha, the law is law.
3522980	3525220	It remains.
3525220	3529340	Even when somebody does not become Buddha, the law of nature is there.
3529340	3530840	It remains.
3530840	3534600	Even when somebody becomes a Buddha, the law of nature is there.
3534600	3541200	And even after Buddha, the law of nature is there.
3541200	3546880	Like someone by the name of Newton discovered this law of gravity.
3546880	3551180	Newton or no Newton, this law of gravity was there even before Newton.
3551180	3555480	Even at the time of Newton, even after Newton, it was good that somebody discovered it and
3555480	3556480	placed before it.
3556480	3558680	We make use of it.
3558680	3563800	The law of relativity, somebody by the name of Einstein found it out.
3563800	3564800	It was there.
3564800	3568720	Whether Einstein or no Einstein, even before Einstein, the law of relativity was there
3568720	3574860	at the time of Einstein, and even after Einstein, similarly, dhamma is there.
3574860	3580280	If this, this is there, this result is bound to come, law of nature.
3580280	3588080	If you do not want this result to come, then this, this should be avoided, law of nature.
3588080	3592680	You keep this and this, and you don't want the result, not possible.
3592680	3598240	A kaino maggo in the sense that you follow the law of nature, and law of nature is one
3598240	3600600	and only one.
3600600	3605640	Two parts of hydrogen, one part of oxygen.
3605640	3609680	This results in moisture, in water, law of nature.
3609680	3612080	This is law, this is dhamma.
3612080	3617440	If there is no oxygen, in a planet there is no oxygen, or no hydrogen, there is no water,
3617440	3620480	no moisture, law of nature.
3620480	3625480	This is what you will understand the whole path as you proceed, you have worked already,
3625480	3631960	and you will work much deeper, that if this, this happens, this result is bound to come.
3631960	3636760	And if you don't want this result, because the result is not pleasant to you, it's misery,
3636760	3641520	and you want to come out of misery, then this, this should not happen, you have to remove,
3641520	3646360	you have to remove the cause, and the result is automatically removed.
3646440	3652000	Without removing the cause, somebody feels that I will get liberated from the fruit of
3652000	3660000	this cause, the unpleasant fruit of this cause, the bitter fruit of this cause, because somebody,
3660000	3665520	some supernatural power will be very kind to me, that in spite of all the impurities
3665520	3669040	in my mind, this person will liberate me.
3669040	3673280	Well, this is just wishful thinking, it does not happen.
3673320	3681120	Everyone has to work, and this is the way, the law, the nature, that you have to eradicate
3681120	3687000	your impurities, you have to eradicate your present habit, pattern, full of ignorance,
3687000	3691960	where you keep on generating sankaras, and as a result of which you keep on suffering
3691960	3693360	from misery.
3693360	3699680	This pattern of your habit, at a very deep level of the mind, has to be changed, and
3699680	3701360	this is what is being done.
3701360	3706240	That is why Ekayanu Maggu, Ekayanu Maggu.
3706240	3709360	And what is this Ekayanu Maggu?
3709360	3723640	He says Yadidam, and this is Chattaro Satipatthana, the four types of Satipatthana, establishment
3723640	3730320	of awareness with wisdom in four ways.
3730320	3733480	And what are these four ways?
3733480	3737360	Katame Chattaro, what are these four ways?
3737360	3742640	Idhavikkave Bhikkhu, oh Bhikkhus, oh meditators.
3742640	3744640	Here a meditator, what he does?
3744640	3759200	Kaaye Kayanupassi Viharati, Aatapi Sampajanau Satima, Vinaya Loke Abhijya Dho Manasang.
3759200	3770600	One witnesses the reality of the body within the body, Kaaye Kayanupassi, Aatapi, very
3770600	3779320	ardently, diligently, Sampajanau with wisdom, the wisdom of arising, passing, arising, passing,
3779320	3782160	Satima with awareness.
3782160	3791960	One is fully aware, with wisdom, the truth pertaining to the body by observing the truth
3791960	3795320	within the body itself, that means no imagination.
3795320	3801900	You are directly experiencing the truth about your body within your body.
3801900	3809840	And so also, Vedanasu Vedananupassi Viharati, you are observing the truth of these body
3809920	3814560	sensations within body sensations, you are not imagining them, you are experiencing them,
3814560	3818160	you have a direct experience of that.
3818160	3827960	Vedanasu Vedananupassi Viharati, Aatapi Sampajanau Satima, very diligently, with awareness, with
3827960	3828960	wisdom.
3828960	3836760	Vinaya Loke Abhijya Dho Manasang, keeping oneself away from craving and aversion, craving
3836760	3842880	and aversion towards the phenomena, the mind-matter phenomena, which is called Loke.
3842880	3850920	Chitte Chittanupassi Viharati, similarly observing the reality of mind within the mind.
3850920	3858920	And Dhammesu Dhammanupassi Viharati, the mental contents, the law of nature, the reality pertaining
3858920	3866040	to the law of mind and matter, within this law, within the mental contents, you observe
3866040	3874040	the mental contents, within the mental contents, again, Aatapi Sampajanau Satima, with full
3874040	3881240	awareness, full wisdom and working diligently, Vinaya Loke Abhijya Dho Manasang, keeping
3881240	3884600	yourself free from craving, free from aversion.
3884600	3888500	We'll go in detail of this paragraph tomorrow.
3888500	3897340	In the meantime, understand that all the four Satipatthanas, observing the truth pertaining
3897340	3904660	to the body, observing the truth pertaining to the sensations on the body, observing
3904660	3910140	the truth pertaining to the mind, observing the truth pertaining to the contents of the
3910140	3921600	mind, all these four must be experienced by each meditator directly, himself or herself.
3921600	3927280	Just intellectualizing it does not help you.
3927280	3932060	To understand Dhamma intellectually is good because it will give you inspiration, because
3932060	3936700	it will give you guidance, it will make you understand how you should practice, how you
3936700	3941420	should experience, but actually it is your own experience which is going to give result
3941420	3944820	and this you will understand as you proceed further.
3944820	3950060	In the meantime, now you are working with your respiration, the reality of this moment,
3950060	3958500	be aware of it, work with it, coming, going as it is, as it is, deep, shallow, as it is,
3958500	3963900	touching here, touching there, as it is, the sensation below the nostrils, as it is, from
3963980	3971060	moment to moment, moment to moment, try to maintain this continuity of the awareness
3971060	3977980	of the reality, this is your object now, this area of the body, you are working on the body,
3977980	3982700	this area of the body, the reality that is manifested from moment to moment, from moment
3982700	3989140	to moment, you are aware, you are aware, day and night you are aware, accept the period
3989140	3995320	when you are in deep sleep. Most of the time you will forget. And your mind will start
3995320	3999320	wandering here and there. You can't help. But as soon as you realize the mind has wandered
3999320	4004640	away, well, bring back. Just accept the fact, mind has wandered away. Don't generate a feeling
4004640	4009700	of disappointment or depression when you find the mind has wandered away. Just accept, mind
4009700	4014320	has wandered away. Now again, let me start. Start again with the breath coming in, going
4014320	4019640	out, coming in, going out, deep, shallow, whatever it is, and the sensation on this
4019640	4023920	area. You are aware of this area. You are aware of the breath coming in, going out,
4023920	4028720	coming in, going out. And proceed. You have been working on this. Now you will work more
4028720	4035200	seriously, more diligently. Time is very short. And you have come to a very serious course
4035200	4040640	with all the atmosphere around you. So serious. Everybody is working so seriously. No disturbance
4040640	4045760	for the new students. Make use of it. Make use of it, not obliging anybody else, for
4045760	4052760	your own good, for your own benefit, for your own liberation. To enjoy real peace, real
4054760	4061760	harmony, real happiness. May all of you enjoy real peace, real harmony, real happiness.
4100640	4108240	May all of you enjoy real peace, real harmony, real happiness.
4130640	4137640	Take rest for a few minutes, and take rest with awareness, with awareness, and then come
4141120	4148120	back and start working with awareness, with awareness.
