start	end	text
2527880	2534200	feet and crying crying my son has not died. People say he's dead. Even if he's
2534200	2539080	dead please do something. Please do something. Buddha found that her mind
2539080	2543800	was so emotionally unbalanced any kind of dhamma teaching will not work there.
2543800	2551120	He had his own way of teaching. Asked her all right. Go to the city. Get a few grains
2551240	2558140	of sesame. Very happy. Buddha is going to do something for my son. Buddha said
2558140	2563600	wait. Listen the instruction properly. You must bring these seeds of sesame from
2563600	2568520	some house where nobody has died. From a family where nobody has died. Yes, yes
2568520	2575880	sir. I'll bring that. And she went out. From house to house. From street to street.
2575920	2581440	Every house she's asking for sesame seed. My son has died and Buddha is going to
2581440	2586360	do something. Please get give me. Oh you may take bag full of seed. May your son
2586360	2591640	get alive. And then she questions has anybody died in your family. And with a
2591640	2595480	long face she says yes my father has died or my mother has died or my brother has
2595480	2600240	died or so and so has died. And the next house and the next house. Not a single
2600240	2606200	house she got where somebody has not died. And by the time the whole day she
2606200	2611120	came to senses. There is no house. There is no family where somebody does not die.
2611120	2616400	This is law of nature. People take birth to die sooner or later. And now her mind
2616400	2622040	was in a position to learn dhamma. She came back and Buddha gave dhamma. The
2622040	2626920	same dhamma. Observe respiration. Observe sensation. Go deeper, deeper, deeper. And
2626920	2632420	you find all your misery will get evaporated layers after layers. And this
2632420	2639160	Kisa Gautami became an arhan. Fully liberated. And all her life serving
2639160	2645240	people like me. So many mothers. Like me so many sisters. Oh they are so miserable.
2645240	2649520	If they get this wonderful dhamma they will come out of their misery. Out of
2649520	2653480	this compassion kept on serving people in dhamma. Kept on serving people in
2653480	2660000	dhamma. Another miserable person like this. Daughter of a very rich person
2660000	2668000	Patachara. She also lost her husband. She had two sons. Lost both the sons. Lost her
2668000	2673280	brother, mother, father. Now nobody was there in the wide world. And she became
2673280	2679960	insane. Total insane. Running in the streets of Savati. Totally naked. And
2680440	2684280	people throwing stones at her. And she won't understand what is happening.
2684280	2690440	Because of some past parmi, some good karmas of the past. She came in contact
2690440	2696880	with Buddha. Buddha was teaching dhamma to others. And she passed by. And Buddha
2696880	2703440	said come my child. And she came there. And as she sat down she got senses even
2703440	2708720	for a few minutes. And she found that she is naked. Somebody threw a cloth over her.
2708720	2715240	And from then onwards she was called Patachara. Her name was Patachara. Buddha
2715240	2720160	gave dhamma. The same technique. And working on it, working on it, she came out of
2720160	2726280	all her miseries. If Buddha had used some miraculous powers to give life to
2726280	2731760	the son of Kisa Gautami. Or give life to the sons of this Patachara. Or the
2731760	2735960	husband of Patachara. Or the mother, father, brother of Patachara. Then Buddha
2735960	2743200	would not have been Buddha. Give dhamma. This is a temporary relief. Even if
2743200	2749120	somebody gets life again. It's a temporary relief. Misery is there all the time. One
2749120	2753880	starts understanding as one progresses on the path. A time comes. One can
2753880	2759520	remember the past. Lives after lives. And Buddha says you just see. Lives after
2759520	2764320	lives. Countless lives. How many of your relatives, your dear ones have passed
2764760	2769600	away. They have died. If you just accumulate the bones of all those who
2769600	2774680	have died in the past and you accumulate it will be like a huge mountain. And the
2774680	2779840	tears that you have shed with every dear one who has died. If you accumulate all
2779840	2785240	those tears it will be like a huge ocean. You want to carry on the same thing in
2785240	2789920	future also. Life after life. Countless life in future. Again rolling in misery.
2789920	2796280	Come out of it. Here is a way. Here is a technique. N of you, N of you have suffered so
2796280	2801800	much. Come out of it now. Come out of it. And he gives this technique. Which is just
2801800	2807000	law of nature. Everybody works on it. Whoever works comes out of it. And it is
2807000	2812040	not necessary also that to work on this technique one must come out of the
2812040	2817120	householder's life. One should become a monk or a nun. Well if one becomes a monk
2817120	2821800	or a nun there are less responsibilities of the worldly life. And one can work,
2821800	2826120	give full time to this. The work becomes easier. But this is not absolutely
2826120	2831160	essential. Dhammaiswar is for everyone. A recluse, a monk, a nun or a householder.
2831160	2835200	Householder may have difficulties because of so many responsibilities. But
2835200	2841080	still the path is the same for both. Hardly there were hundred thousand monks or
2841080	2845880	nuns with him. And rest of them, millions of them in northern India.
2845880	2849920	Practicing vipashna and coming out of their misery. Practicing vipashna coming
2849920	2856080	out of their misery. An incident of a very rich person. A multimillionaire of
2856080	2864880	those days. Anath Pandika. He used to give lot of dana. Lot of dana. Because
2864880	2871160	tradition is such that a householder must give dana. If one does not give
2871160	2879800	dana then there is more of ego. As a householder one is not supposed to beg
2879800	2885200	food from others. For a monk it is alright. For a nun it is alright. As a
2885200	2892080	householder one has to earn money properly, honestly, hard-workingly. But
2892080	2899160	when you start earning money then the madness comes. I am so smart. I am so
2899160	2904520	intelligent and that is why I am earning so much money. This ego. One starts
2904520	2908360	living a ego-centered life. A self-centered life and starts hating
2908360	2912480	everybody else. Oh these people. Ignorant people. They are not intelligent. They are
2912480	2915080	not smart. That's why they are not hard-working. That's why they are not
2915080	2919680	earning. And I look I am so smart. I am so intelligent. I am so hard-working. This
2919680	2926200	ego comes which is dangerous. The whole purpose of giving dana was to come out
2926200	2932400	of the ego. And the same dana makes one ego-centered person. One has lost dhamma.
2932400	2937240	One doesn't know what for I am giving dana. This person was giving a lot of
2937240	2943600	dana. This title Anatha Pindaka. Anath means orphans. Those who are very poor.
2943600	2948160	Pindaka. One who gives them food. That was his title because he was giving so
2948160	2953360	much food to all hungry people. He had branches of his business throughout
2953360	2956840	India and beyond India in different countries. And this was a rule that
2956840	2960680	wherever his office or branch is there nobody should remain go hungry there.
2960680	2965560	People should get food. But still he didn't know dhamma. Came in contact with
2965560	2970440	Buddha. That means came in contact with dhamma. Got vipassana. Practicing
2970440	2974720	practicing. Purified the mind. Purified the mind. Got the first dip of Nibbani
2974720	2981640	stage. Changed person altogether. Now he was a changed person altogether. Now
2981640	2987960	giving donation is not to build ego. It's to deflate ego. It's to dissolve ego.
2987960	2993320	All this money that has come to me it is because of my past good karmas it has
2993320	2998200	come to me. It must be used for the good of others. Of course as a householder I
2998200	3002000	must make use of it for my own maintenance. For the maintenance of all
3002000	3005600	those who are depending on me. But the rest of it must go for the good of
3005600	3013040	others. For the good of others. And now he understands the good of others which
3013040	3018360	is the real good of others. I give food to a hungry person. I must give. It's
3018360	3023480	alright. But next day again this person is hungry. I give water to a thirsty
3023480	3027920	person. After some time again he may become thirsty. I give some medicine to a
3027920	3032440	sick person. He may get another disease or the same disease may come up again. I
3033200	3037560	may give clothes to a naked person. After some time the clothes get worn, torn and
3037560	3042280	again he's naked. I'm not taking out, I'm not helping people to come out of all
3042280	3047360	their miseries if they get dhamma. If they get this wonderful technique of
3047360	3052640	vipassana. Oh they come out of their misery. Total liberation from misery.
3052640	3057280	Misery that they were encountering from life after life, life after life. They
3057280	3062400	will come out of it. Dhamma should go to each and every suffering person. Besides
3062400	3066240	all the time giving material dana, this dana is most important.
3066240	3075200	sabba dhanam dhamma dhanam janati. The dana of dhamma is the highest dana. And he
3075200	3078360	goes to Buddha. Buddha at that time was living in Rajgiri.
3078360	3085360	Please respect to him and tell sir. Why not come to Savasthi? He was living in
3085360	3090400	Savasthi which was the most populated city of India of those days. Most
3090400	3096960	populated city. Large number of people are miserable. All miserable. Rich or
3096960	3102040	poor. If you have a meditation center there so many people will get benefit.
3102040	3106840	Sir please do something. Come there. Buddha smiled. So he understood that
3106840	3113040	Buddha has agreed. He came back home looking for a center. A place where Buddha
3113040	3117800	can start teaching dhamma to people. Meditation center should not be in the
3117800	3122440	midst of the city with so much of noise and all. It should not be very far away
3122440	3127480	where people cannot go. So looking for a proper place. Peaceful and yet not very
3127480	3133640	far away from the city. He came across, came across a garden. A park. Very calm.
3133640	3138920	Very quiet. Congenial for meditation. And he inquired who is the owner of this
3138920	3144560	park. And he came to know that the prince, the son of the king is the owner.
3144560	3152120	Prince Jetav. And he went to him. Sir I want to buy your park. And the prince
3152120	3156400	became very angry. I am not here to sell my park. This is for my own amusement. I
3156400	3163360	can't sell it. No sir I have to buy. Any price. Just to get rid of him. The prince
3163360	3168160	says you know the price of this land. You have to spread gold sovereigns. The
3168160	3175120	entire land. This is the price. The deal is done. I will spread sovereigns.
3175120	3179560	Cart loads of sovereigns he is bringing and spreading. The prince says have you
3179560	3183920	gone mad? No land can be that valuable. What are you doing? Are you a mad
3183920	3190720	person? He says no I am not mad. This land is going to become so valuable. Buddha is
3190720	3195520	going to come here and teach wonderful vipashana. And all my wealth is nothing
3195520	3200640	compared to one person getting vipashana. Even one person comes out of
3200640	3204760	the misery. My wealth is nothing compared to that. And I know not one person.
3204760	3209680	Thousands upon thousands will get benefit. And immediately meditation center
3209680	3217240	where 10,000 people can live, stay, meditate, learn dhamma. This volition to
3217240	3221920	serve others. Dana was there even previously. Now the Dana is how more and
3221920	3226880	more people will get benefited. Not to inflate his ego. To deflate his ego.
3226880	3234440	Dissolve the ego. Just to serve others. This multimillionaire it so
3234440	3241640	happened that due to some karmas of the past he became a pauper for a short
3241640	3249560	period. He had no money. He is a pauper. And when he was a money person he will
3249560	3254040	come to the center every day morning and evening to meditate. And as a
3254040	3258200	householder he understands I should not go to the center empty handed. I must
3258200	3262000	carry something for the meditators. And every time he comes he brings something
3262000	3267720	for the meditators. Now he's a pauper. He's got nothing to bring. And then
3267720	3274560	something comes in his mind. Behind his house he's got a small garden. And in
3274560	3278240	that garden he has accumulated very good fertile soil from different parts of
3278240	3284240	India. Now he takes two handful of that earth. Fertile earth. Comes to the center.
3284240	3290200	Under a tree. At the root of the tree. May this tree grow. Under the shade of this
3290200	3296840	tree. May someone get dhamma. May someone get meditation. Volition is there. Whether
3296840	3302760	handful of earth or millions of rupees makes no difference. Volition. It is the
3302760	3306160	volition that counts. After some time again he became multimillionaire.
3306160	3311320	Started giving the donation in the same way. He understands dhamma now. That
3311320	3316960	whatever I give the amount is a material. My volition. My dhamma volition for the
3316960	3322400	good of others. For the benefit of others. Not expecting anything in return.
3322400	3330000	When one does not know dhamma. Then one keeps on giving dana but inflating the
3330000	3338160	ego. One builds a big hospital. A school. A college. But wants it to be named a
3338160	3344000	Goinka hospital. A Goinka school. A Goinka college. And this name must be
3344000	3349200	written in golden letters at the gate. Goinka school. Goinka college. Madness. One
3349200	3355000	doesn't know what one is doing. The whole volition is wrong. Understanding of
3355000	3360480	dhamma is wrong. The volition is to give without expecting anything in return. To
3360480	3364680	give for the benefit of others. For the benefit of others. How people started
3364680	3374600	changing. Changing in their life. Different people. Householders. One mother
3374600	3380440	Visakhha. Again a daughter of a very rich person. Married to another rich person but
3380440	3387240	the family had no dhamma at all. And how very wisely she turns the entire
3387240	3392720	atmosphere of this family where there was no dhamma. How everybody became a good
3392720	3397000	meditator and changed the whole attitude of the family. And the whole family
3397000	3402320	became full of peace, harmony. Where there was so much of tension and misery. How
3402320	3408720	dhamma starts working. Brings peace for one and all. And this was not merely at
3408720	3414280	the time of Udthar. It kept on. Whoever worked. Whenever one worked the same
3414280	3421960	result comes. One incident in the life of my teacher C.R.G. Ubakhine when
3421960	3429720	Burma became independent. There were small small states, princely states. And a
3429720	3433960	person, a good politician, statesman, he amalgamated all these states and made a
3433960	3439360	union of Burma. And to satisfy these princes one of their leader was made the
3439360	3443320	president of the country of the union of Burma. Now president has got no power
3443320	3447000	according to the Constitution there. The prime minister has all the powers. And yet
3447000	3452240	this person becomes so happy that I am now the president of the union of Burma.
3452240	3461120	Previously I was just a ruler of a small small place. Very happy. One evening he
3461120	3465960	gives a big party. All the diplomats and the elite of the of the city they all
3465960	3472760	come there. A big party. 7.30 is the time to start the party. Everybody has come.
3472760	3477960	All the guests have come. The host is not to be seen. 7.45 the host is not to be
3477960	3481560	seen. 8 o'clock the host is not coming. Prime minister got worried. What's going
3481560	3486840	on? He sent somebody to the residence in the first floor. And those who went up
3486840	3492360	there came back and told him sir he can't come. Why? What happened? He has
3492360	3497320	drank so much. He's unconscious lying on the floor. He can't come. Oh but without
3497320	3500560	the host how can this party this is president's party. Conscious or
3500560	3505880	unconscious? Bring him somehow. Let us start the party. And two of them helped
3505880	3509800	him to come. Half conscious half unconscious hiccuping hiccuping and he
3509800	3515120	comes. He's made to sit on the main chair and the course and the dinner starts.
3515160	3520280	First course is served. Second course is served. When the third course was being
3520280	3525640	served he started vomiting. Vomiting. Prime minister was so unhappy. We call
3525640	3529880	our land a Dhamma land. Our government a Dhamma government. And what sort of
3529880	3534680	president we have got? What could be done? Next day when he came to census he
3534680	3539120	telephoned to prime minister. If you want I will resign. But I cannot come out of
3539960	3545680	alcohol. It is impossible. In our royal tradition when the heir to the throne is
3545680	3549840	born that means the first son to the king is born then the first input given
3549840	3555520	is the best quality alcohol. In a silver spoon or a gold spoon. This was my first
3555520	3560600	input sir. And since then I'm taking alcohol alcohol. Half of my blood has
3560600	3566680	become alcohol. I can't come out can't come out of alcohol. Now this person
3566680	3571760	fortunate because of some good parmi of the past. One day he passes in front of
3571760	3576800	the teachers. Just out of inquisitiveness enters there. And
3576800	3580880	that was the day the tenth day the last day and he sees everybody's face blooming
3580880	3586280	with operation is over now. And bomb is given on the wounds. Everybody smiling
3586280	3591200	smiling. Hey what's going on here? Meditation is taught. What meditation?
3591200	3595760	Anapana is taught. Vipassana is taught. Being a born Buddhist he has been reading
3595760	3599120	about this Anapana and Vipassana in the scriptures but he never knew that
3599120	3602920	anybody is teaching this and such results are coming. Everybody says we
3602920	3609320	feel so peaceful so harmonious. I had no peace in my life. I never know what
3609320	3615240	harmony is. I'm such an agitated person. Sir can I come can I come also join? Yes
3615240	3620080	yes. Whether a prince or a pauper anybody everybody can come and meditate.
3620080	3626360	What shall I have to do? You have to take five precepts. Five precepts? Oh no no no
3626360	3632760	four precepts. Fifth one is out of question I can't do. Then go away we
3632760	3638200	can't take you. And he wants this peace and he's not taken. So he starts arguing
3638200	3644040	starts bargaining. One little peg sir every day very little. No nothing
3644040	3649400	doing. One peg after alternative days nothing doing. One in five days nothing
3649400	3653440	doing. Go away we can't teach you unless you have got this foundation strong. This
3653440	3658400	five sila are foundation of meditation. And then he says all right then somehow
3658400	3664440	I will control myself but sir under one condition that when I go back home you
3664440	3668000	should not stop me from drinking. How can I stop you going back home? You are your
3668000	3672320	own master. You drink as much as you like. But here no I would recommend you
3672320	3675960	going back home you should not drink. But if you drink how can I stop you? But
3675960	3681600	these ten days no drink. All right sir I want peace. I want harmony. And he
3681600	3685800	practiced the same practice. After ten days he goes to the president house his
3685800	3690080	own house there. And somebody is drinking even hundred yards away. He says
3690080	3695000	drinking. Who is drinking here? He can't bear. He can't bear others drinking out of
3695000	3700000	question for him to drink. And the whole ten days nobody told him if you go back
3700000	3704320	home and drink you will get this hell or that hell nothing doing. In Dhamma there
3704320	3710520	is no threatening. What happens? What is drink? He is addicted to the sensation of
3710520	3713760	the drink. And when he learned how to observe the sensation observe the
3713760	3717640	sensation all the sankharas of the alcohol had gone away. The addiction of
3717640	3722920	alcohol was gone away. How can he drink now? If this has happened only to one
3722920	3727080	president of the Union of Burma perhaps there was some miracle involved. This
3727080	3732120	happens to thousands of people coming to courses. Addict to alcohol. Addict to
3732120	3737320	drug. Addict to this or more than that. Addict to craving. Addict to aversion.
3737320	3743520	Addict to fear. Addict to depression. All these mental illnesses how they go away
3743520	3750280	easily. Dhamma is so wonderful. Dhamma is so scientific. Dhamma is so non-sectarian.
3750280	3755680	Dhamma is so universal. Dhamma is so result oriented. It gives you result here and
3755680	3761240	now in this very life. Good that you have joined the course. Make best use of the
3761240	3765200	remaining four days. They are wonderful days of your life. At least get
3765200	3769640	established in the technique. How to practice it? It's a lifetime job. You have
3769640	3773920	to work for the whole life but get established in the technique. Make use of
3773920	3780360	the time. Make use of the opportunity. Make use of the facility. Make use of this
3780360	3787080	wonderful Dhamma. The wonderful technique. To come out of the bondage of all the
3787080	3799680	cravings, aversions, illusions, delusions. To enjoy real peace, real harmony, real
3799680	3812000	happiness. May all of you enjoy real peace, real harmony, real happiness.
3877080	3892440	Hmm. Take rest for about five minutes and then again start working. Take rest for
3892440	3894920	five minutes.
